((270691, 1644830938675534848, [0.6826781353676664, 3.0659121235190225, 0.19422022024449803], [1.6722085343026352, -3.4131704271585486, 1.5724763042343413]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270693, 1644830938687313920, [0.7032988348443372, 3.0329025063094113, 0.212219777386553], [1.5382105274575113, -2.5168462285768944, 1.3464166680809138]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270695, 1644830938698128128, [0.7224103325924794, 2.994978366730069, 0.230633136563999], [1.6510389858350518, -3.4161816873592095, 1.6015980951729667]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270697, 1644830938708930816, [0.744274680677672, 2.9571288150769672, 0.247831349983683], [2.29986255720056, -4.373680393393622, 2.0686085207965204]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270698, 1644830938715160576, [0.7541230379391411, 2.9423618856975158, 0.25352254544991004], [1.5808566078740038, -2.3703849553516436, 0.9135497139901119]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270700, 1644830938725496832, [0.775028074416515, 2.9015316891748024, 0.26823807481274], [1.917741618990984, -3.3137935283431847, 1.1480079152841174]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270702, 1644830938736650752, [0.7937107229460947, 2.86467307063774, 0.28193744626191], [1.8761353412583701, -3.18757709101484, 1.1336388141955969]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270704, 1644830938748387328, [0.8127891881108649, 2.830943092072198, 0.294427569043192], [1.7385998927266124, -2.7275351878941936, 1.0257178981817618]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270706, 1644830938759119360, [0.8313281743819492, 2.79472670336252, 0.30215235038737], [1.5246189051551529, -2.7285844347956245, 0.6561602675557755]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270707, 1644830938764440320, [0.840805495160693, 2.7780399348581444, 0.308028118662806], [1.7811298673066247, -3.136044718316933, 1.104268454458596]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270709, 1644830938775587328, [0.8608738700067337, 2.7395636655444213, 0.316373996889222], [1.4513538720817865, -2.7090802072481637, 0.7359998082158076]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270711, 1644830938786896640, [0.8778988001751257, 2.7042217846189134, 0.321983500135255], [1.5536343140043756, -3.3175089251514422, 0.2924602977256991]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270713, 1644830938797956096, [0.8984819777305764, 2.6679275335849093, 0.329168363699263], [1.7654291084495286, -3.357362798732075, 0.5591084237445775]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270714, 1644830938804191232, [0.9068421950764819, 2.649256455884842, 0.33120008586919003], [1.3408235756053322, -2.994494057558191, 0.3258504978763944]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270717, 1644830938820209152, [0.9358541778312451, 2.59596202182223, 0.337501233543812], [1.6978558323714286, -3.033521596329729, 0.43569525777409146]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270718, 1644830938825809152, [0.9442770713292067, 2.5798778490790646, 0.33678256949442603], [1.5040881246359907, -2.8721737041366633, -0.1283328659617813]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270720, 1644830938836747520, [0.9636136605510965, 2.542565047073333, 0.339994619901816], [1.991472026665779, -3.2261302445711078, 0.4688231952913303]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270721, 1644830938843029504, [0.9723609315380898, 2.527130749419496, 0.33957371358451705], [1.3924376418330957, -2.4569145120135745, -0.06700213138062172]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270724, 1644830938859484928, [0.999355784828624, 2.4714634493474104, 0.340482899137593], [1.5615546309697566, -3.5387688018981898, 0.33642019088503655]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270725, 1644830938864523008, [1.0095747066234804, 2.4534332130987364, 0.338614384515746], [2.0283365478230584, -3.5787911761373272, -0.3708783151214363]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270727, 1644830938875856896, [1.0273234589477032, 2.419393475054118, 0.335876836183965], [1.7890313047406086, -3.472926658343228, -0.08193584646680896]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270729, 1644830938886916864, [1.0457761925197109, 2.381029068551223, 0.33184775324749605], [1.5967648409380402, -3.631240729040805, -0.26268507368595617]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270731, 1644830938897977088, [1.0630411995715745, 2.346924184085405, 0.325968045732272], [1.4489297030744381, -3.267627260022022, -0.6229837408974688]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270733, 1644830938909077248, [1.0807384151201198, 2.313094205375074, 0.319809353660554], [1.5177581477197988, -2.931179558170902, -0.6128157692343461]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270735, 1644830938920231936, [1.0996643255718976, 2.2753968327015888, 0.31359202266186004], [1.7291013369405328, -3.364509856188831, -0.19941313555130225]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270736, 1644830938926009856, [1.107614827043458, 2.258525406348148, 0.30819565003554705], [1.3760144604910418, -2.9199826846755634, -0.9339645800414308]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270738, 1644830938936746496, [1.1236396952366006, 2.2258849452440788, 0.298088736242108], [1.3275634724283232, -3.2661053780815963, -1.0443119020939562]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270740, 1644830938947901184, [1.1428830185528187, 2.1881447749115788, 0.28801644807720805], [1.7697548304912525, -3.711126052300236, -0.809121531131985]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270742, 1644830938958931200, [1.1599289935530237, 2.153795480479828, 0.27751380963256], [1.3265833228662143, -3.084090707970941, -1.1155150237498164]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270743, 1644830938964556288, [1.169067345457603, 2.1367532433450855, 0.27081854073797], [1.6245704786448398, -3.029683648458924, -1.1902514048829083]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270745, 1644830938975614720, [1.186063538880906, 2.103924967198798, 0.256716616847735], [1.543673402476533, -2.8543112528516166, -1.272535208434234]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270747, 1644830938986903552, [1.2040746029095892, 2.065060082572404, 0.243328607358432], [1.7147902051789028, -3.649053412341532, -1.441000755825448]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270749, 1644830938997932032, [1.2192987659907963, 2.0339656186569663, 0.226705399247791], [1.4855504508791963, -2.8711352308979645, -1.6374463400389283]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270751, 1644830939009255680, [1.237346831156259, 2.001485169749318, 0.208451310758027], [1.9981659536391714, -3.2531177615130495, -1.843845773910426]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270752, 1644830939014455040, [1.2445304546326188, 1.983733678346679, 0.199984809941548], [1.3816361006662, -3.4141685520215708, -1.6283736491566292]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270754, 1644830939026175232, [1.262285999479729, 1.9486796415533563, 0.182329611864608], [1.2025777364973722, -2.6187703228041506, -1.5212059017313078]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270756, 1644830939036677632, [1.2789218838508094, 1.9129510467384772, 0.16354997230871804], [1.3680901406369221, -3.3891146729352104, -1.691317870119777]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270758, 1644830939048029952, [1.2971983388257913, 1.878091333799877, 0.14289107648177002], [1.5166966924134129, -3.3404490618640104, -1.6230679389907676]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270760, 1644830939059030016, [1.313832155658805, 1.8438767885851342, 0.12142019299449802], [1.579049817593702, -3.2845641317900935, -2.063924898942896]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270761, 1644830939065428992, [1.3220584361812362, 1.8274362634316255, 0.10885001831992103], [1.2855620215533123, -2.5692431341371944, -1.9644040975582646]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270763, 1644830939075785728, [1.3381021900643217, 1.7929064399148469, 0.08561605573074599], [1.355558290617253, -2.7433540706064674, -2.3758405112950904]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270765, 1644830939086715648, [1.3534790087885136, 1.7606097852229718, 0.059473054326314], [1.2840915687758494, -2.988040265284949, -2.3808669468660115]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((270767, 1644830939098024960, [1.3690879559420535, 1.7273914631407392, 0.03338228109657704], [1.2906728493470927, -3.0554556286900003, -2.2211102957552855]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
