((269278, 1644830892350409984, [0.6809707513735781, 3.077992007083644, 0.18956209786558303], [1.8368276280268965, -2.85346977016824, 1.625606533709303]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269279, 1644830892355326720, [0.6891251446023994, 3.0599947474350855, 0.19688583625552403], [1.6584972690869058, -3.6604079715808355, 1.489552904597886]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269281, 1644830892366605824, [0.7086658379834535, 3.0272063927497217, 0.214088983858293], [1.6896945518785838, -2.4139156299226845, 1.1348041750679698]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269283, 1644830892378366976, [0.7288238682024454, 2.98620080079554, 0.23322077274041902], [1.471364180769802, -2.907790500677404, 1.5051286275107667]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269285, 1644830892388709120, [0.7474447069470288, 2.9548543235098705, 0.24588636253623603], [1.596658068170852, -2.807455819725268, 1.146901218692672]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269286, 1644830892394796288, [0.7587538665781571, 2.9347831002549456, 0.253951835787651], [1.8578688203000686, -3.2973006913765053, 1.3249960000142906]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269288, 1644830892405317888, [0.7771248624604746, 2.9004145389144687, 0.26626306327110805], [1.643808520315683, -2.5927427502586213, 0.9351501521801685]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269290, 1644830892417037568, [0.7976335587963377, 2.860393586800146, 0.280434648561164], [1.9421426061108122, -3.6763585016131977, 1.2501670519141506]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269292, 1644830892427539200, [0.8159728524821099, 2.8282689800566527, 0.288872249005284], [1.5626210757022723, -3.077835641235424, 0.9664115343629399]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269294, 1644830892438636288, [0.834961437672836, 2.792463835302936, 0.299539851010419], [1.7821905120048072, -3.111398643125226, 0.7648007061046243]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269296, 1644830892450317312, [0.8531590555060724, 2.7552938119782007, 0.308205656188583], [1.2732880554344266, -2.9635879013216972, 0.878360341167924]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((269297, 1644830892455258112, [0.8622105273928188, 2.741233599144374, 0.309034117890906], [1.8319850807048201, -2.8457360819759443, 0.1676776437668061]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
