((15714, 1644947836129141760, [0.567193506691491, 3.0900513074226077, 0.07250767944403702], [0.49191531280646944, -3.8663824226694103, 2.778801626273704]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15715, 1644947836133951744, [0.5691888509591281, 3.070343304259859, 0.08391809258636301], [0.5189828404532003, -3.898308556326827, 2.732774466676953]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15717, 1644947836145111040, [0.573632589505118, 3.027141251540391, 0.11268839768493699], [0.4769314152729809, -3.906678914295218, 2.643706650789185]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15719, 1644947836156585216, [0.5786281752868869, 2.986892677289241, 0.135318256631693], [0.42286617740769455, -3.8406924316601185, 2.4702474531704706]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15721, 1644947836167324160, [0.582172391467646, 2.9405393006247458, 0.162168028606005], [0.45031858703653593, -3.8468014277495444, 2.4177731915567784]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15723, 1644947836178856192, [0.588465949170585, 2.902633835862235, 0.18194042164909502], [0.44464659166741044, -3.822247441937339, 2.2498827315676055]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15724, 1644947836183919360, [0.59042459919017, 2.884433351396973, 0.192154297496276], [0.4274923415245132, -3.812738689261215, 2.2149499702258195]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15726, 1644947836195865344, [0.5945303444748851, 2.841443140870212, 0.21323389736741002], [0.42173132601601526, -3.8693760854217265, 2.134030696351559]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15728, 1644947836206328064, [0.599521168082586, 2.800484906150413, 0.232333074095481], [0.4074701323903205, -3.7061585193570736, 1.9352719163470724]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15730, 1644947836217215744, [0.6041729355935921, 2.761010240704615, 0.24879741277094], [0.4195183016221776, -3.7683485685325793, 1.8465353467357797]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((15732, 1644947836228409088, [0.606486324448708, 2.715620698044838, 0.267304630390406], [0.38912423186689926, -3.765879857398912, 1.7255370806403132]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
