((14092, 1644947755788882944, [0.566612600815526, 3.087098594582375, 0.07712058078713002], [0.4878945884000824, -3.830265211127562, 2.7458976287947654]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14093, 1644947755794703104, [0.567202589972869, 3.0638998545312637, 0.08961324257132602], [0.45043172218168426, -3.6907645956385435, 2.595059662934481]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14095, 1644947755805669376, [0.5717535553435691, 3.022927868467077, 0.11500359583268399], [0.4208573482548153, -3.7923950336433405, 2.5029865094409818]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14097, 1644947755817553152, [0.577725368949505, 2.9837838026873307, 0.14024410412758004], [0.4296488999445304, -3.6471754629828608, 2.3827252657711098]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14099, 1644947755827734016, [0.58148680916157, 2.9391009529612, 0.16311717539384302], [0.4223695011768565, -3.8135088705204865, 2.29582505414447]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14101, 1644947755839060736, [0.583643349982634, 2.8989121640052997, 0.18475006975817604], [0.3497531914666358, -3.7312625487209297, 2.18280063409187]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14102, 1644947755844382720, [0.586451100373014, 2.8826301970607537, 0.19314753639681703], [0.35397023861880583, -3.71528684425452, 2.0942417069902484]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14104, 1644947755855735552, [0.5913640372578359, 2.8433988583992877, 0.211891590671849], [0.4000495402059573, -3.668525725606856, 1.987868039397173]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14106, 1644947755866826752, [0.594104679620278, 2.801756586316398, 0.22970002836397302], [0.332269781042014, -3.6445133105493497, 1.857675036191297]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14108, 1644947755877862400, [0.598016929019373, 2.755897167109925, 0.24870339081266402], [0.3697971795122265, -3.710037864411477, 1.7620753704710759]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14109, 1644947755883359488, [0.600441484973468, 2.740926760610109, 0.255397274716612], [0.3423247543231763, -3.577231836191861, 1.6658002893824277]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14111, 1644947755894405376, [0.604020585070489, 2.702122802646103, 0.268591965827149], [0.36788235991230417, -3.5708974351066045, 1.522449343051872]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14113, 1644947755905641728, [0.607549324495878, 2.660088334152229, 0.283012421751236], [0.3156907341237019, -3.627210054055144, 1.4493678545747515]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14115, 1644947755916728832, [0.611695272557205, 2.6210434163225766, 0.293195236986175], [0.3503103808941615, -3.556631586133075, 1.2538663782643193]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14117, 1644947755927954688, [0.615513723849944, 2.585494285538066, 0.303585508166739], [0.3563164848220966, -3.5321372074359703, 1.1788273995479053]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14118, 1644947755933558784, [0.6174726470763781, 2.56296119552078, 0.310373282978917], [0.3477317889087165, -3.4634392995410166, 1.1066994884492667]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14120, 1644947755944525056, [0.620909156292395, 2.523433035693114, 0.31887278568504], [0.3092040716415362, -3.5682743062670874, 1.0214936905404772]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14122, 1644947755955498240, [0.623653159700039, 2.485420727438065, 0.32410745206874503], [0.3145471518895607, -3.5802058616012493, 0.8759184389329849]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14124, 1644947755967193600, [0.627194071397608, 2.4401991102129177, 0.33236791180762804], [0.283520713118904, -3.5521414953597827, 0.7766043539240133]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14126, 1644947755978024448, [0.628527101420642, 2.401312642060843, 0.338088553365584], [0.25103858290964215, -3.60641257469022, 0.7111506179406237]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14127, 1644947755983267584, [0.631426870849585, 2.3858042654622977, 0.33875483003858803], [0.2877323139931936, -3.5958008670609716, 0.6426352432197959]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14129, 1644947755994545664, [0.63497800504211, 2.345500566808827, 0.343453506564736], [0.26841848671648344, -3.5520626392040002, 0.5608150034243031]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14131, 1644947756005442816, [0.636358440846491, 2.304267131089335, 0.345039564476165], [0.27599880088479734, -3.57120750595526, 0.3699678147862111]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14133, 1644947756016847104, [0.640545669940529, 2.269638302467169, 0.34577952805774403], [0.26765283175205956, -3.541700910577164, 0.29417335020265994]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14135, 1644947756027708416, [0.643344393613279, 2.231577694244976, 0.345980157303881], [0.2544094754820528, -3.521601262830077, 0.18521123064836303]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14137, 1644947756038964992, [0.646224909222212, 2.19016412427673, 0.34471231588849], [0.26116875572558895, -3.5599269257485497, 0.10686042930513236]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14138, 1644947756044650496, [0.647084334711396, 2.17260489250308, 0.34289654312449], [0.23538326863906348, -3.5304875030253307, 0.04021940226386928]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14140, 1644947756055486976, [0.649082195667637, 2.1336492876594697, 0.339187895045422], [0.21796892432842183, -3.551788037373293, -0.09873884904662374]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14142, 1644947756067329792, [0.652102505894589, 2.0954167063760796, 0.335594240842777], [0.2539000336374308, -3.499785438480804, -0.16372056669732526]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14144, 1644947756078606592, [0.655153104269545, 2.05650620959448, 0.329226386978591], [0.24670184884638574, -3.4652807222550073, -0.29847964165565377]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14146, 1644947756089055744, [0.657585488805484, 2.02008599579997, 0.321493611777166], [0.2476885347920364, -3.47766456457306, -0.4348508519506506]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14147, 1644947756095090176, [0.658217762022584, 1.9983088354043699, 0.31841676446816003], [0.21314184526291707, -3.4321846501857878, -0.47172670683528767]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14149, 1644947756105610240, [0.660241723974224, 1.95972867354056, 0.30922039082836505], [0.22486301116010887, -3.534758478761868, -0.5710982988760093]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14151, 1644947756117271296, [0.663104579151384, 1.9230234103312498, 0.299188063570663], [0.20973801408031653, -3.4558030160385016, -0.711430566362924]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14153, 1644947756127936512, [0.664493114527971, 1.88459832347236, 0.288560033802865], [0.19641683998209503, -3.4741639834041393, -0.7824345932777493]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14154, 1644947756133250048, [0.666999642984373, 1.86627587445879, 0.282268204972456], [0.21986869580582152, -3.4927877668749767, -0.8651965581340247]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14156, 1644947756145835008, [0.668401931244522, 1.8297035306018299, 0.27001654618717], [0.1987322409856737, -3.375148565890952, -0.9155935388527366]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14158, 1644947756155534848, [0.670959730776979, 1.79226333490052, 0.255621268970752], [0.215623195625629, -3.400442352766066, -1.0741147154443471]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14160, 1644947756166839808, [0.673252207505199, 1.7570961436755, 0.23856811412855802], [0.20683068621230144, -3.4065731185406363, -1.2062048168326258]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14162, 1644947756177709056, [0.675787827179759, 1.71887597546043, 0.22126181888880903], [0.2118932393140137, -3.4028088132603975, -1.33327323462447]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14164, 1644947756189013760, [0.67667206865348, 1.6818409561202798, 0.205329009407266], [0.18595064778089038, -3.3404443050170785, -1.4110777190304433]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14166, 1644947756199980288, [0.678014614304547, 1.6444408694672998, 0.18698819561180502], [0.18762487092572316, -3.435313469410913, -1.548991054737773]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14167, 1644947756205731840, [0.67903682210473, 1.6237158728635699, 0.179888961605898], [0.17594758817619544, -3.420500940803877, -1.4903888970949288]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14169, 1644947756216699904, [0.681912167583323, 1.5886433679811298, 0.15755160052400602], [0.1925329072815958, -3.377494995054247, -1.6483348855567832]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14171, 1644947756227793408, [0.683365992429694, 1.55157571423138, 0.135941078932117], [0.1990696127107306, -3.3100246271936706, -1.7404756305471225]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14172, 1644947756233335808, [0.683885470998061, 1.53077349483265, 0.12706682659600904], [0.14808285820217523, -3.379466573847579, -1.6988326069406021]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14174, 1644947756244725760, [0.685470548479838, 1.4940629025683698, 0.10492253033106602], [0.15947787178959866, -3.3686805097908787, -1.8056032140701554]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14176, 1644947756255560704, [0.687557107948006, 1.45891556371621, 0.07884669410894102], [0.17242843054290222, -3.3366701856757395, -1.9507886164045594]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14178, 1644947756266838272, [0.6889777407801511, 1.4229640994019899, 0.05195174805781999], [0.16089484439400967, -3.2920072377193996, -2.0899707508413394]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14180, 1644947756278556416, [0.689840887602017, 1.3870252660757199, 0.02533375346851302], [0.13318950597821486, -3.242847106988888, -2.1648583696971437]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14182, 1644947756289036544, [0.692584640415603, 1.3514070073334599, -0.0027419419716399607], [0.15790545635665912, -3.231339429417642, -2.3441821252572987]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14183, 1644947756294532352, [0.693142537168049, 1.33296514271123, -0.016425760773827014], [0.1373849176103358, -3.295074829165427, -2.3393877041002975]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14184, 1644947756299949568, [0.693991203716971, 1.31555215790759, -0.030781764551090995], [0.15544699762241826, -3.2450606102426427, -2.467767147334601]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14187, 1644947756316665600, [0.6970916899370531, 1.26194203111253, -0.07453614312708495], [0.16823066221004, -3.282192748036845, -2.538671549290011]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14189, 1644947756327975424, [0.6987953785048681, 1.2266011567514898, -0.10553771658152794], [0.15813483667041545, -3.272581467792169, -2.6345003668099904]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14190, 1644947756333305344, [0.698692962417042, 1.20898934964494, -0.12199064480396599], [0.16345900861518534, -3.270223092778374, -2.706019393110873]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14192, 1644947756344419328, [0.700002713490776, 1.1735353007635498, -0.15515195352564798], [0.13544592206234438, -3.222994051763002, -2.7608807862350355]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14194, 1644947756355939840, [0.702349187023566, 1.1380873971225998, -0.18796330268910094], [0.15078731668992257, -3.181143459052124, -2.8161667237238013]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14196, 1644947756367430144, [0.7046387186954151, 1.1031154633947198, -0.22292083643917798], [0.1453657766188483, -3.136956041995695, -2.8891669241848725]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14197, 1644947756373035008, [0.704362341477684, 1.08761089017387, -0.239870721949845], [0.12937279973872956, -3.0963391395947153, -2.9373700390880453]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14199, 1644947756383882752, [0.707050168202735, 1.0526260823456597, -0.27734460263739297], [0.1485291293450013, -3.13063456195048, -3.0931999304039537]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14201, 1644947756395412224, [0.708426248575374, 1.01815833677631, -0.315319107161023], [0.1454711913848916, -3.1063220754750103, -3.1617526827505307]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14203, 1644947756406103296, [0.709131179086338, 0.9837783709625301, -0.35450538702111895], [0.12996167505301406, -3.120011376198244, -3.317199191491998]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14205, 1644947756417424128, [0.710908607006371, 0.9493962609975299, -0.39221207859733404], [0.12349699921867344, -3.0878437196123283, -3.355832582906641]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14207, 1644947756427810048, [0.713205501321881, 0.9157502685192997, -0.43218066952553197], [0.16608172780077582, -3.179239007460832, -3.5488195475762367]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14209, 1644947756439030784, [0.711692983794473, 0.8923931146027497, -0.418841551214346], [0.08800925222827871, -2.9335009024348713, -2.5939127845014003]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14210, 1644947756444797184, [0.712235744705655, 0.88363193920065, -0.39948608874852903], [0.09151879959186841, -2.73684509449225, -1.8919488164715337]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14212, 1644947756456397056, [0.712225618779414, 0.8640732041722599, -0.36323360003479593], [0.06568885724951314, -2.461475092573486, -0.5689148392103992]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14214, 1644947756466731264, [0.710183663904228, 0.8466086350015498, -0.32855959390406203], [-0.007675344572504505, -2.2130370418768424, 0.7790428605599915]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14216, 1644947756478034176, [0.710622538798469, 0.8270028347767, -0.294815438697462], [-0.056097113718933514, -1.889225760553672, 2.136373127758372]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14217, 1644947756484077312, [0.709821563133596, 0.82057959817547, -0.279673370159715], [-0.06930784223283287, -1.704386736158137, 2.745659441414008]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14219, 1644947756494405632, [0.708208696290899, 0.8021311715355299, -0.24780106397623897], [-0.06905067814779414, -1.6480840661288607, 3.1164923217618687]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((14221, 1644947756505730304, [0.707888375907458, 0.78556938826069, -0.21873357340972693], [-0.08215132097746536, -1.5919513232802716, 2.9416588605316774]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
