((44243, 1644858439149292800, [0.572557017697651, 3.080197244420048, 0.07690252093868599], [0.7888571408662274, -3.5789852535190585, 2.2578905558282263]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44245, 1644858439160325888, [0.577609359885519, 3.041856547173575, 0.101685895168098], [0.4427011025416436, -3.365666599326609, 2.0716447832538183]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44245, 1644858439160325888, [0.577609359885519, 3.041856547173575, 0.101685895168098], [0.4427011025416436, -3.365666599326609, 2.0716447832538183]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44247, 1644858439171512320, [0.583777725521166, 2.995742436916661, 0.12773335757696802], [0.6184089236619588, -4.150509379609463, 2.39088288861357]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44249, 1644858439183178752, [0.589244611495647, 2.955032431783688, 0.148891272847531], [0.6469203549454969, -4.28307608912109, 2.096104899941307]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44252, 1644858439199758336, [0.597308554760676, 2.891455190298228, 0.180658134453219], [0.4735558582087632, -3.758959604987442, 1.8059028426154067]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44254, 1644858439210360832, [0.6011342337808729, 2.8496591470543438, 0.20059276437780904], [0.4080959416681407, -4.095449539980532, 1.7941091272559568]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44256, 1644858439221556224, [0.60761260313021, 2.811899852598569, 0.218665910047248], [0.6573659894689937, -3.67646680412839, 1.5362765695277816]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44258, 1644858439232549120, [0.611303657891983, 2.770138397852922, 0.236049169078134], [0.8076879736498416, -3.6190216881264523, 1.588475864156911]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44260, 1644858439243670272, [0.616204970112699, 2.730309528941591, 0.25128196309460005], [0.26564480584779493, -3.612230071459124, 1.3618131553271653]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((44261, 1644858439249302016, [0.617822665439782, 2.707511214800971, 0.258668814209313], [0.28724589169589415, -4.0481801269056366, 1.311645400556725]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
