((13474, 1644947720403428864, [0.568169923387997, 3.092281872036414, 0.07129261940826004], [0.5078110237157594, -3.799091318797772, 2.7264753412435416]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13476, 1644947720413879040, [0.572153700898375, 3.056153886109326, 0.09623900823036402], [0.5025000419719458, -3.6621487164024655, 2.567610586535384]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13478, 1644947720425171712, [0.5776598305155041, 3.008073623776003, 0.12299561608461401], [0.5065558939988217, -3.894931767730822, 2.5761322260046002]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13479, 1644947720430520064, [0.579865993005766, 2.990312636809453, 0.13398977801240403], [0.4324984119543827, -3.79087315236102, 2.4419243368701062]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13481, 1644947720441723904, [0.58278573505014, 2.952606145641755, 0.15591728347927003], [0.4246721274869545, -3.6910149319476075, 2.2987430800859006]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13483, 1644947720452699136, [0.5893593777230159, 2.908513613954633, 0.178509550521959], [0.45981340382547786, -3.7819326839097913, 2.213466214426765]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13485, 1644947720464689664, [0.5941471774250839, 2.868279848971251, 0.19827009777922], [0.43422518326524157, -3.6392781002465013, 2.0691414727396262]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13487, 1644947720475202560, [0.597727610548228, 2.827164191357309, 0.21718388888386603], [0.4141460503604509, -3.676052948308558, 1.922947081004071]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13488, 1644947720480543488, [0.5999208812448991, 2.806443057858869, 0.227534560039441], [0.40054932007685606, -3.67807739521582, 1.9055679007427782]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13490, 1644947720491862016, [0.604081274415168, 2.764965454527471, 0.24385598596777303], [0.397791629397622, -3.74432591373362, 1.7709075748437286]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13492, 1644947720503222784, [0.607277692286926, 2.7286558544230037, 0.258431847776787], [0.3820612084593509, -3.6826423427608383, 1.6648876502823398]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13494, 1644947720514149376, [0.610381859058908, 2.682705219706204, 0.275233386369026], [0.33007330192779094, -3.716442865421039, 1.5676004414716673]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13496, 1644947720525002496, [0.614545619274715, 2.645730423644176, 0.287333398849168], [0.36371401980835516, -3.572548940092402, 1.395359866993252]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13497, 1644947720530636800, [0.616058155916708, 2.629011754951138, 0.292173944553047], [0.3328915417617512, -3.5811744769096236, 1.3558461801831856]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13499, 1644947720541647360, [0.61978063849979, 2.587706987684357, 0.303905465052592], [0.34438242946536135, -3.5473183638783254, 1.2008351213937032]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13501, 1644947720552863488, [0.623391385228332, 2.5469965301559148, 0.315109631764815], [0.3262798645102227, -3.609739815827267, 1.1399929301643428]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13503, 1644947720564315136, [0.6264026649565521, 2.507447006062982, 0.324221742053657], [0.31508247902299835, -3.569439408412588, 1.0328116712228912]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13505, 1644947720575961600, [0.629741516113941, 2.463640777695186, 0.332878377639697], [0.28426877576159126, -3.548599554154209, 0.9185910553129686]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13506, 1644947720580763904, [0.631139136797373, 2.4492180591861707, 0.335179987254195], [0.29816110676790625, -3.5264439332245323, 0.8585335111813015]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13508, 1644947720591704064, [0.634775088386598, 2.41208402147153, 0.33982784402993305], [0.2921512902556615, -3.5222553011658193, 0.7646284341209579]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13509, 1644947720597337088, [0.636957740837248, 2.390736729283872, 0.342213454129951], [0.30838583331846187, -3.5406033281310783, 0.6849823511644534]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13511, 1644947720609092864, [0.6402079407253211, 2.3512028002239678, 0.346494156138485], [0.29776901763645147, -3.4882979427126726, 0.5615179844736605]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13513, 1644947720619553280, [0.643674249967197, 2.313430792084169, 0.349160793267111], [0.3079888342196502, -3.5146692541670808, 0.4464026207050857]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13515, 1644947720630531584, [0.646080781508139, 2.271146113202987, 0.349787440223346], [0.293745650103876, -3.534490869618053, 0.3095745105560578]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13517, 1644947720641787648, [0.648550089591114, 2.235143729134689, 0.349451934605857], [0.2935711622640684, -3.4929673802516517, 0.23000377234239303]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13519, 1644947720652746496, [0.651901310766018, 2.19922060018832, 0.347897481048151], [0.2667247585440241, -3.4676014762040417, 0.09999820872908584]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13521, 1644947720663952384, [0.653550382486469, 2.15806983590733, 0.346668272118877], [0.24238162276142478, -3.5255605491276656, 0.0055447540804054955]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13522, 1644947720669611776, [0.654637172480159, 2.1411982608983, 0.344215707515789], [0.2452729783796732, -3.4446222195397134, -0.06309114226618262]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13524, 1644947720680562176, [0.657343742038154, 2.1015689728703997, 0.339973663171685], [0.21435709468961223, -3.4646338571291317, -0.1665715835714085]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13526, 1644947720691839232, [0.659918782529503, 2.06207894746887, 0.335100652788205], [0.22277562366886122, -3.4220127319865616, -0.25523485470042323]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13528, 1644947720702805504, [0.662876956020685, 2.02508125218258, 0.328637332584167], [0.24715302777441242, -3.4360666282016994, -0.3786132371802192]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
