((6057, 1644946886232579328, [0.571478340793351, 3.064366553843101, 0.08976593274289901], [0.5167355968109838, -3.761477289182982, 2.667807968717374]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6058, 1644946886239066880, [0.5751683863426751, 3.0408151653937647, 0.10271981791412599], [0.5136087063624457, -3.713943424538331, 2.5554771891565813]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6060, 1644946886249479936, [0.579472314786838, 2.9996341234128208, 0.125712683329899], [0.48220158354353015, -3.82171221720791, 2.4798247070817605]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6062, 1644946886260410880, [0.585797023197801, 2.9586467799405938, 0.15060446376925302], [0.5390154870595805, -3.745226212112263, 2.349657793862741]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6064, 1644946886272043520, [0.590656385949317, 2.916688933106474, 0.170923600115178], [0.48410193489582437, -3.6968670775190318, 2.185797099443851]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6066, 1644946886282614784, [0.596224815529787, 2.873447504205185, 0.19253282502303504], [0.5098663688391121, -3.816875951001927, 2.102653458737781]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6067, 1644946886288270080, [0.598765424656069, 2.852161193111102, 0.20331738221602103], [0.4884581861700439, -3.846484392471962, 2.0617904409307726]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6069, 1644946886300087808, [0.602696378302362, 2.8093424108314617, 0.222531070937543], [0.46466636947604467, -3.7536830546517193, 1.915575829168239]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6071, 1644946886310354688, [0.609708937779539, 2.771761874808616, 0.238154798248239], [0.5037497514501867, -3.775862656712268, 1.824461811473083]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6073, 1644946886321416960, [0.612037193488249, 2.725644481177236, 0.255785952354891], [0.4368040927259386, -3.947822523744498, 1.7606453971114078]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((6075, 1644946886332862976, [0.618263315810519, 2.6898785415433117, 0.267878019079414], [0.44382199384502935, -3.6790601499527567, 1.518847144325962]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
