((272898, 1644831009786741760, [0.6702576891104383, 3.0840358768828735, 0.191043648950887], [2.0255591840309433, -3.8570897692882293, 2.100728121126798]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272900, 1644831009798835968, [0.6878068647490141, 3.0498185558863002, 0.209451231185973], [1.1931459093810612, -2.533960897626246, 1.348381781954794]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272901, 1644831009803336192, [0.6970369002168004, 3.0296053446987674, 0.21879628290217001], [2.0510168977780516, -4.491601126417891, 2.076574791876362]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272902, 1644831009808809216, [0.7088290279348141, 3.012881028019945, 0.227584031789889], [2.1545909022166967, -3.0557725818162385, 1.6056477895435857]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272905, 1644831009825489920, [0.7370884114078547, 2.958587988693592, 0.253164423503191], [2.0149617827101345, -3.186827215948544, 1.2655530426669623]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272907, 1644831009836825344, [0.7578565517793747, 2.919270476171471, 0.26999363609029403], [2.3785802349243963, -3.931472837551049, 1.5317551092870394]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272909, 1644831009848047616, [0.7742708182149408, 2.887254879412847, 0.28158595414097], [1.61036280845391, -3.305912388212645, 1.2352821382041774]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272910, 1644831009853245440, [0.7845504519434131, 2.866409702167245, 0.28857277472229503], [1.9776802231996105, -4.010366115821111, 1.3441818309594646]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272912, 1644831009864478208, [0.803619828378238, 2.8305497166592035, 0.301584513288071], [2.049845566351701, -3.491244952320945, 1.2527893106178383]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272914, 1644831009875508736, [0.8211855341897318, 2.797117546369588, 0.310296623237611], [1.686727014305818, -3.063552507730387, 0.5309937558436706]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((272916, 1644831009887635200, [0.8388873959133493, 2.7610418342844674, 0.321627310892706], [1.4314644986206382, -2.782567009192564, 0.9879637894968474]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
