((264025, 1644830188534650624, [0.6772009805669071, 3.088446420765237, 0.19095992333657302], [1.5563932507896372, -2.5103678598891643, 1.681963021290282]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264027, 1644830188545228288, [0.6973677478532959, 3.0544333540636517, 0.208492072949984], [1.4186518967107005, -2.589348471736956, 1.2400996022008897]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264029, 1644830188556512000, [0.718751271050771, 3.0144437181979153, 0.228464973611147], [1.9691583134183859, -4.147029263072391, 2.020946470404036]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264030, 1644830188562142720, [0.7278185987025519, 3.000336567439489, 0.23584527670336702], [1.6103318317694675, -2.5053902091431075, 1.310721025414159]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264032, 1644830188573064448, [0.7487501743295027, 2.9652027697236183, 0.252752587796539], [1.9089595939581334, -3.5491765409553913, 1.6077710907721061]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264034, 1644830188584773888, [0.7682901917870018, 2.928091527389258, 0.26748629615682], [1.4447480807825934, -2.8245251915929037, 0.9967254809919829]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264036, 1644830188595254016, [0.7901605914666653, 2.8935784068197417, 0.280545828465182], [2.330731850523466, -3.974583520939693, 1.5859865529196806]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264038, 1644830188606349312, [0.8078571647795854, 2.8581994743412786, 0.293749870078979], [1.7935383646532412, -3.4394698838513307, 1.283364205983065]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264039, 1644830188612182272, [0.8184248740087595, 2.841139577276157, 0.299910645977024], [1.8117232467176458, -2.924740966014074, 1.0562006079323325]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264041, 1644830188622928384, [0.8377616866171369, 2.8056949848137065, 0.308912344736673], [1.5745507694159588, -3.565875881195369, 0.855055531288212]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264043, 1644830188634149120, [0.8577159377562319, 2.772231512852756, 0.319296565251355], [1.9045500009840055, -3.0193732447134454, 0.8935446584551184]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264045, 1644830188645133056, [0.8762836100251691, 2.736319465839454, 0.327103111820214], [1.5724983176593852, -3.1518547080717094, 0.8676677270203973]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264046, 1644830188651208960, [0.8855445119663156, 2.7197426432770726, 0.329287632965235], [1.5242014918514977, -2.728289084617115, 0.35953845633851195]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264048, 1644830188662727168, [0.9057639807602312, 2.6850724083616555, 0.336150901424893], [1.4554502059469046, -2.5043728472744964, 0.4599085006117731]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264050, 1644830188673912320, [0.9250943277911493, 2.649326763106284, 0.34231027417878], [1.5446461265509812, -2.4267579911484987, 0.5152898183370174]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264052, 1644830188684288768, [0.9431569988256335, 2.6115412354339043, 0.343466014527967], [1.391600286432289, -3.438874252412646, 0.023698662653316913]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264054, 1644830188695164416, [0.9617300249182004, 2.580901238844665, 0.346200494583659], [1.7406367879771827, -3.219155063190537, 0.12403097958288091]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264056, 1644830188706704384, [0.9803589926664011, 2.54634349350102, 0.346244634823065], [1.3737142514958762, -1.935386263285555, -0.5317155788378575]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264057, 1644830188712054016, [0.9897926155206886, 2.527721783142557, 0.347917916996686], [1.7634152880586, -3.480932961082691, 0.31278453800579264]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264059, 1644830188723024640, [1.0096702591841402, 2.4930705973435296, 0.347969655071922], [1.6444040593725733, -2.89736668023911, 0.015981866829045406]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264061, 1644830188734276352, [1.0281536669790574, 2.4583915092315123, 0.34554458486976003], [1.9132982341674716, -3.3066232146166255, -0.28066753243846904]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264062, 1644830188739673856, [1.036389978623339, 2.4418699749136614, 0.34375613110874403], [1.525948224268407, -3.060958235112167, -0.33134829747527667]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((264064, 1644830188751042560, [1.0556591261158954, 2.4045397381495643, 0.340847582302505], [1.6011798154093462, -3.9232921667454894, -0.20642695198019728]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
