((13889, 1644947740471566080, [0.564689649609885, 3.084128785571337, 0.07512894147612703], [0.479359285720958, -3.840310193643293, 2.7705568201736743]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13891, 1644947740482280704, [0.5701185406124101, 3.0509659532153517, 0.09761252741826304], [0.4511968977971329, -3.726018871875908, 2.574778947870117]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13893, 1644947740493747200, [0.5747228443328449, 3.004073454207589, 0.124233636162486], [0.44114693522543325, -3.799433124936064, 2.510633220177138]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13894, 1644947740498795520, [0.5767955188070539, 2.979910864226599, 0.135536666501739], [0.4756336911054341, -3.829224081812844, 2.4243496477621154]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13896, 1644947740509897472, [0.5808188124424349, 2.942310055608406, 0.156300275096054], [0.44656143013807414, -3.7779518682785236, 2.2564505295878425]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13898, 1644947740521067520, [0.583283069775818, 2.896911870852135, 0.178474944028012], [0.4014775727420658, -3.8739717900354136, 2.138762230889975]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13900, 1644947740532051712, [0.589499981891224, 2.8579425810708967, 0.19833819040219003], [0.4146400227856753, -3.7687129313955694, 2.02468336384809]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13902, 1644947740543530496, [0.593538151107929, 2.816541223943119, 0.216403645157063], [0.3941687683263139, -3.7965115790685475, 1.9202532542847996]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13903, 1644947740548901632, [0.5952796182268181, 2.79602302767591, 0.225879370632513], [0.38090545574997564, -3.802598385614332, 1.8583118923234863]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13905, 1644947740559840512, [0.598593303950333, 2.7491786383000067, 0.244149925371337], [0.3808857578484287, -3.8645233484550268, 1.7990009564746565]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((13907, 1644947740571213824, [0.603240242442828, 2.7146970372529378, 0.256568246164798], [0.35393151724699434, -3.727953769167607, 1.5852295161355614]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
