((2618, 1644946615917426432, [0.569896537208351, 3.071850737406054, 0.08284273371935202], [0.5328008676028452, -3.8216808651204928, 2.6394779615552624]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2620, 1644946615928685056, [0.573393366969619, 3.029349377251386, 0.10835388192268502], [0.48348374260842436, -3.83678024980669, 2.547792447613036]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2621, 1644946615934031872, [0.5758862209254441, 3.009764233241825, 0.118951975097711], [0.4338585484032967, -3.7527421324777572, 2.397149091008789]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2623, 1644946615945302528, [0.5818978840534921, 2.968042648115781, 0.141747431694409], [0.44266781408920497, -3.7740624089482857, 2.2669995794677282]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2625, 1644946615956219136, [0.5858604130449621, 2.9235233980182658, 0.16550704052648402], [0.45823048939348815, -3.8322953959127495, 2.216396782429128]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2627, 1644946615967542528, [0.592790513825182, 2.887565893699228, 0.18279703557105303], [0.4350451874440706, -3.6472167543070197, 2.0061143041325806]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2629, 1644946615978509824, [0.5949749055052911, 2.839817153223307, 0.20479118639283], [0.4174270604212322, -3.7975575219276925, 1.955023776682911]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2630, 1644946615984866304, [0.5979470367502431, 2.82613514004058, 0.21113233154089803], [0.43470147844353396, -3.6425497669418276, 1.8440215858184772]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2632, 1644946615995363840, [0.6035888145039909, 2.7818852818467077, 0.22926743831329902], [0.430006837659081, -3.7895706145493255, 1.7989919850535359]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2634, 1644946616007021056, [0.606781730691494, 2.745406347425273, 0.244060479315156], [0.39548582806928045, -3.6168563804045712, 1.6506445391038098]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
((2636, 1644946616017590016, [0.61061513681384, 2.699526645677498, 0.26065302107327404], [0.38805994755736717, -3.850609307909278, 1.6033532739878844]), (22000000, [-3.795860840240716e-08, 7.192639502984506e-05, -0.0001313280205745663, -1.033395926058128e-09], [-2.3603204682399935e-06, 0.009542778388431719, -0.016825998644482316, -1.6222348703534865e-07]))
