((265237, 1644830436214511104, [0.6790967598242089, 3.0837580147915205, 0.18931007786574], [1.9911453546717814, -3.1531296688892767, 1.6666211080419102]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265240, 1644830436231099136, [0.7072808789539747, 3.0291257754722385, 0.2172565393609], [1.661628703531205, -2.817323586141257, 1.3107849865393275]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265242, 1644830436242365696, [0.7281556414117979, 2.992216286599715, 0.235490561340224], [1.535760828723604, -2.9055685261367796, 1.3978094716402305]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265243, 1644830436247698176, [0.7372373336718626, 2.975489283350982, 0.242132405501532], [1.7030897931290359, -3.136814999537404, 1.2455450674560433]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265245, 1644830436259056640, [0.7567296897370817, 2.939128492659812, 0.258540577762334], [1.930483107883008, -3.7631050962128647, 1.583435028515364]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265247, 1644830436270130944, [0.7763639638846226, 2.904242883917253, 0.271573388435477], [1.6337633015696564, -3.4397423041411157, 1.4026457777632468]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265249, 1644830436281152000, [0.795847145098908, 2.8700962787600197, 0.283138203971585], [2.125376675960853, -3.3233819199809984, 1.0651081324295328]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265251, 1644830436292892928, [0.8142135305085377, 2.8322652604700407, 0.29498761643057203], [1.528381418064984, -3.1856208508472723, 1.11301720418941]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265252, 1644830436297795840, [0.8233881761727505, 2.8159644863892987, 0.30116100639255], [1.8712646003462383, -3.3247127586099707, 1.259127221124501]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265254, 1644830436309058560, [0.8438685260684123, 2.7790521710105667, 0.30953747914852503], [1.909488747801551, -3.3856125395252468, 0.8932680353712111]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265256, 1644830436319951360, [0.8612909992234884, 2.7459134201204236, 0.315603721526061], [1.6365454412336977, -3.2651077267705118, 0.4033131054618329]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265258, 1644830436331313408, [0.8833881368327913, 2.7065961240062206, 0.32461013953837103], [2.362316282027344, -4.183817303120714, 0.8037553577182022]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265260, 1644830436342267392, [0.8991543920555572, 2.6783047461392284, 0.327838945013618], [1.3975550224051432, -2.7698137552104862, 0.20400096032979342]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265261, 1644830436347867392, [0.9101270712464745, 2.657653086437914, 0.331222337365186], [1.9594069983780835, -3.6877963752347216, 0.6041772056371496]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265263, 1644830436359512832, [0.9281031006072652, 2.624871029673174, 0.334705545953961], [1.334970950830004, -2.605965855267091, 0.29376046545064766]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265265, 1644830436370081280, [0.9473066484043794, 2.5898124163613216, 0.335790885919309], [1.579248968929803, -3.0004051795381166, 0.12304498920909854]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265267, 1644830436381056256, [0.9653964490709913, 2.5519537820543308, 0.338312706082018], [1.4049655878841179, -3.8182611381176508, 0.08281399121839667]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265269, 1644830436392310784, [0.983841560487694, 2.518478376286574, 0.33865255961002], [1.9758645215953368, -4.4272967868895075, 0.37998224938821]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265270, 1644830436397956608, [0.9930997359252837, 2.5008774991677996, 0.337072255866388], [1.6398271426083535, -3.1175036839218397, -0.2799066608580066]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265272, 1644830436408946688, [1.0117371473530028, 2.467254473026366, 0.334039182365341], [2.0185090207844785, -4.010156837683414, -0.14816046784616177]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265274, 1644830436419914752, [1.028531914496796, 2.433152927495218, 0.331403018232143], [1.3955222731140913, -3.0862961009145122, -0.34425563427272504]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265275, 1644830436425665536, [1.0383218635326528, 2.414701869897052, 0.329996123852614], [1.7023677181853532, -3.208442118181801, -0.2446439267287749]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265277, 1644830436436753920, [1.0567427591836203, 2.3786208018061195, 0.325316066192592], [1.9256771097079686, -3.8644427315543997, -0.2109329120213209]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265279, 1644830436447825920, [1.0731599148355178, 2.347307879489457, 0.317752351262419], [1.4855340846921712, -3.1117509167482202, -0.4573427321766182]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265281, 1644830436459089664, [1.090630752080988, 2.3140868343826524, 0.30940366161063504], [1.5144900856027284, -2.8310740826488368, -0.8508129191260085]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
((265283, 1644830436470038272, [1.109087582686573, 2.2769942273837485, 0.30281186706725705], [1.5729203872527202, -2.890593090092985, -1.0832495291287634]), (37065999999, [0.17721463513250846, -0.0503231040514899, -1.493425159360509, -7.575150738905854e-05], [-4.923160375188896, -0.01969291600476918, -0.008649085817421614, 0.00043485877011544807]))
