((46051, 1644858602856351232, [0.570348345409939, 3.068027442838334, 0.08360851927121704], [0.29206735199512235, -4.140187245601118, 2.518949514047101]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46053, 1644858602867456000, [0.576614506368215, 3.0209292046721887, 0.108848696494182], [0.7554501102734925, -5.040456414867561, 2.3490402104916823]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46055, 1644858602878595840, [0.582154304401681, 2.987325362931574, 0.13072219358655002], [0.5539594407869152, -3.3911678506458154, 2.236130371110991]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46057, 1644858602889683968, [0.588181523019544, 2.942933769566075, 0.151652238521167], [0.586901071934943, -3.6024352762134177, 1.7935029213463163]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46058, 1644858602896046080, [0.590433363831721, 2.9255595215586108, 0.16276288020703], [0.3539454841689359, -2.7308931385464636, 1.7463763111782704]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46060, 1644858602906293760, [0.595830237701055, 2.878002365960234, 0.18278234159526602], [0.535494707690087, -3.8124524038115553, 1.7082132025786463]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46062, 1644858602917435648, [0.600620335487694, 2.837974286610734, 0.20031436199138203], [0.4915348223934843, -3.2909451982216043, 1.2597276000540827]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46063, 1644858602923045632, [0.6015664689531031, 2.8142645454015467, 0.210779877875887], [0.16865172260902353, -4.2263473851595865, 1.8655161733981733]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46065, 1644858602934614784, [0.607037480849323, 2.778942112676424, 0.22508077822720302], [0.42065134220528805, -2.933845683259633, 1.0377737046193143]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46068, 1644858602951073792, [0.613084820212274, 2.7173196107053217, 0.24738660877114402], [0.4595145423468298, -2.726440574402145, 0.9073605462576831]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((46069, 1644858602956756480, [0.6159429570653641, 2.693761889999634, 0.256001351794339], [0.5029550897550789, -4.145524214190159, 1.5159626963850574]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
