((50074, 1644858936232122880, [0.569241045001015, 3.074894326094019, 0.08170054786727704], [0.4712395898479478, -4.589854645236975, 2.943563381108336]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50076, 1644858936243242240, [0.5743908445083621, 3.03455698650674, 0.10550961899539202], [0.5000324463933054, -3.062152550937579, 2.016501071631924]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50078, 1644858936254553344, [0.5799110609808891, 2.9911015002053807, 0.12968345817377702], [0.5361851677629191, -3.7171410903653332, 2.0121572372946033]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50079, 1644858936259871744, [0.5821167561052001, 2.970704757914273, 0.14057131058550504], [0.4147290772245437, -3.8351275366853845, 2.0472044997984384]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50081, 1644858936271111936, [0.58620133833497, 2.924064261782326, 0.164702202875399], [0.31067127428787417, -5.6919988306814595, 2.5673053083964317]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50083, 1644858936282689536, [0.592506779757527, 2.888993710642973, 0.18301922069569504], [0.6766601491527224, -3.816372283002995, 1.7125950381360568]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50085, 1644858936293322752, [0.5951029508167309, 2.8434168700752, 0.205776308625253], [0.3570808640252221, -4.5232956200965315, 2.2735911106202082]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50087, 1644858936304472832, [0.599826003203897, 2.803884019777898, 0.221594044342523], [0.34300928636254147, -4.061988902051636, 1.9098077218126717]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50088, 1644858936310160896, [0.6016142019307971, 2.780198048024079, 0.23001918877016803], [0.31437739218476773, -4.16415352461209, 1.4811971925148917]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50090, 1644858936321033216, [0.605853761751213, 2.744143658373056, 0.24517918399910402], [0.30169855194428724, -2.9425986799261823, 1.2235936044254023]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50092, 1644858936332332032, [0.611002906059678, 2.70158781732831, 0.260100530739924], [0.43189223098584195, -3.7618105595631515, 1.2273938245007887]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50094, 1644858936343498496, [0.614090700326312, 2.661821969281907, 0.27323691535559], [0.16879464507487063, -3.271657430482618, 1.0026868497145773]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50096, 1644858936355048448, [0.618573868514499, 2.6185765453993928, 0.284823139341711], [0.6001980028108506, -3.5458164274336736, 0.8614287730304683]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50097, 1644858936359841024, [0.620849589856455, 2.600978901800179, 0.290475314599871], [0.47484303680441825, -3.6718548853922783, 1.1793605898289417]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50099, 1644858936370974464, [0.623564447548119, 2.562148190458132, 0.299209049670656], [0.3391931924486575, -3.0788756001510857, 0.4628506647948315]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50101, 1644858936382219008, [0.627735055370461, 2.5180283326220927, 0.31126465917275004], [0.19050752333989468, -4.103591481323921, 1.2275569175099597]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50103, 1644858936393784064, [0.631541138834578, 2.480842187272235, 0.317227258259576], [0.33505240066773995, -2.9271261504548947, 0.7923799434845106]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50105, 1644858936404568320, [0.635013933238832, 2.4394996356663716, 0.32432008834567405], [0.14467124396828707, -3.796621542354846, 0.8336336441636567]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50106, 1644858936410638336, [0.63804459769266, 2.419179892497305, 0.326671487883255], [0.49928442591056366, -3.347560067233181, 0.38737946285165575]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50108, 1644858936421110528, [0.640577743825534, 2.3821195039066207, 0.329550904980317], [0.37705166117243544, -2.963924354621583, 0.10819560811668173]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50110, 1644858936432672000, [0.642733683654147, 2.3370289769942367, 0.333115025373008], [0.0684236054974556, -3.8381153940622044, 0.20140554328984786]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50112, 1644858936443356928, [0.646397410396768, 2.297432800771516, 0.336631933881381], [0.12098129508403882, -4.566228405301887, 0.42618645386145704]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50113, 1644858936449027840, [0.648700889435109, 2.278658124722737, 0.336840550976432], [0.4061919914011959, -3.3106978293401137, 0.03678722135892589]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50115, 1644858936460676096, [0.651045464150619, 2.240506294861495, 0.336161709230687], [0.3727344470358576, -2.972504121020447, -0.07762583301384006]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50117, 1644858936471279104, [0.653483243529322, 2.197796487548167, 0.334643997421107], [0.14205081872365985, -3.878709520170703, -0.16893564943957737]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50119, 1644858936482387712, [0.657385260526101, 2.16322066654854, 0.332026973312185], [0.23508003863240637, -3.0889152088732597, -0.1250834568469519]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50121, 1644858936493293568, [0.659458867884591, 2.12036147651298, 0.329098003120859], [0.2689634110194704, -4.2079377588570495, -0.41832508005590807]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50122, 1644858936498734336, [0.661974799542042, 2.1018661749115397, 0.327664303536707], [0.4624221539038256, -3.3993917037889534, -0.2635105161903641]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50124, 1644858936509897216, [0.663857168248439, 2.06316382099262, 0.321477495444613], [0.05648178596573245, -3.744851505435662, -0.5466076889747177]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50126, 1644858936521682688, [0.667302415128227, 2.02333008641839, 0.315518194395267], [0.3490050933867099, -3.4034473469534023, -0.33918519035900385]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50128, 1644858936532155136, [0.669087114619232, 1.98587120762317, 0.306804123564327], [0.23843155396380455, -3.5750536653164198, -1.064852619876494]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50130, 1644858936543185408, [0.672729349693969, 1.9487268814044998, 0.297610567111223], [0.313683454506629, -3.4372728737255276, -1.11722892939825]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50132, 1644858936554546688, [0.674356003910159, 1.90799131038279, 0.288665979441219], [0.17767736011699198, -3.533900630674489, -0.7968546066160891]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50134, 1644858936565444608, [0.677905186323868, 1.86915493155362, 0.27748919619539203], [0.36111349452153535, -3.563882113205689, -1.0636930022787554]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50135, 1644858936571856640, [0.678164310094771, 1.8503699569271599, 0.270692609948353], [0.04041211442846516, -2.9296445536235804, -1.05997385026136]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50137, 1644858936582371328, [0.680464179774675, 1.81244726593533, 0.25749362087125705], [0.15525134756709838, -3.067869747212318, -1.28800405255523]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50139, 1644858936593436928, [0.683270743934264, 1.7750912667378398, 0.24307029075146003], [0.3716545592146957, -3.4850606914208284, -1.592238268574793]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50141, 1644858936604565760, [0.685279812937224, 1.73279805080878, 0.22947856646779902], [0.1914263811889265, -4.350318360760693, -1.415059993894455]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50142, 1644858936610013184, [0.686901733652559, 1.7152672437652898, 0.220441843044614], [0.29774086161368524, -3.218182950967298, -1.6588984854465176]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50144, 1644858936620994816, [0.688347127847774, 1.67615164543129, 0.20401001529994], [0.3115368769963795, -3.9490711182631903, -1.7773419045892906]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
((50145, 1644858936626838784, [0.68977905036277, 1.6587377562545098, 0.19414932859345002], [0.24502572823739283, -2.9798057033816927, -1.6873272931148808]), (52944000000, [0.14420914564248685, -0.9277134762266334, -0.046451937503063756, -0.006902728991013782], [0.6153703486297568, 1.1851998989052563, 0.2098969598279081, 0.11426084317680432]))
